时间,标题,内容,记者
2017年6月13日,"
台湾宣布与巴拿马终止外交关系
",台湾外长李大维6月13日在外交部记者会上宣布，即日起与巴拿马终止外交关系，全面停止双边合作及援助，撤离大使馆及技术人员... 李大维在记者会上宣读的声明中说，对巴拿马片面决定终止与台湾的外交关系“至表愤怒与遗憾... 台湾在野党国民迅速做出反应，指责蔡英文政府的两岸政策，导致台湾外交空间日渐狭小，并称巴拿马是中华民国100多年的邦交国，担心骨牌效应将继续... , 申华
2017年6月12日,"
2017年台北上海双城论坛或将举行
",随着蔡英文就职总统以后两岸高层交流基本停摆，台北和上海的2017年“双城论坛”能否举行一直是观察两岸关系动向人士的关注点... 不过，中国国台办看来为这次活动显示了开绿灯迹象... 只要对两岸关系和两岸城市交流的性质有正确认知，我们对两岸城市往来互动都持积极、开放态度... 我们认为，让两岸城市交流回归到单纯的城市交流，不受政治因素干扰，这才对两岸关系长远发展有所助益... , 申华
2017年6月12日,"
港女涉旺角冲突弃保逃台湾获人权组织照顾
",台湾时代力量立委黄国昌星期一上午在“台湾议会关注香港民主连线”成立会上首次透露，逾期滞留台湾4个多月、因参与旺角冲突而被控暴动罪的香港女子李倩怡，目前获得人权组织照顾... 而时代力量在连线成立后，会推动在立法院修改港澳关系条例，给予港人政治庇护... 据港媒近日报道，18岁的李倩怡在... 负责两岸及港澳相关事务的行政院陆委会则表示，如有香港居民在台逾期停留，移民署会依规定处理... , 海彦
2017年6月12日,"
海峡论谈：王丹: 台独不愿流血是嘴炮 美重申不支持台独
",六四学运领袖王丹在离开台湾之前，提出给台湾的十个建议，其中在谈到台独这个问题的时候，他直言:“台独若不愿流血... 今年的报告重申美国坚持基于美中三公报与台湾关系法的一中政策，强调美国持续支持以两岸人民可接受的方式、范围和步骤，和平解决两岸问题... 报告并指出，根据台湾关系法，美国为台湾海峡的和平、安全与稳定做出贡献，包括提供防御性军资与服务，使台湾维持足够的自卫能力... , 樊冬宁
2017年6月11日,"
北美青年领导人在台湾的短期学习
",又有一批北美地区青年领导人结束在台湾的短期学习... 报道说，多数学员已经毕业，或者正在知名学府就读法学、政治、财经、国际关系等... 在两岸关系问题上，冉德宁说，台湾正在采取务实做法，不去刺激北京，维持现状... 吉玛雅·卡纳瓦特说，研习班的教授方式很开放：“能够听到台大很多学生，很多人有关两岸问题的不同说法和分析，我很感谢... 也希望北京提供两岸冲突和潜在解决办法的不同意见... , 申华
2017年6月10日,"
美专家称川普迟迟未宣布对台军售或因F-35
","或因F-35
自从数月前路透社报道，奥巴马政府下台前推迟宣布一批对台军售之后，关注台海情势、两岸关系及美中关系的观察人士都预期，川普政府可能上台后不久就会就这批军售通知国会，不过《华盛顿邮报》最近报道... ", 锺辰芳
2017年6月9日,"
赖清德“亲中爱台”说连锁反应
","台南市市长赖清德2012年5月18日接受美国之音专访
台南市长赖清德近日在市议会就两岸关系问题做答询，期间他表示自己是“亲中爱台... 我们都致力于维护两岸关系的和平稳定，以及确保民众的权利与福祉... 重要的是通过一些具体的行动，具体的行为来体现出两岸关系怎样和平发展，怎样真正的爱自己的家乡，爱自己的社会，这才是最重要的... ", 申华
2017年6月9日,"
专家：美国防部中国军力报告为军售台湾提供正当性
",在各界关注川普政府... 外交部发言人华春莹说，美国单方面制定的“所谓‘与台湾关系法‘严重违反一个中国政策和中美三个联合公报原则”，中国政府一贯坚决反对，中方要求美国停止售台武器和美台军事联系，慎重处理涉台问题，以免损害中美关系大局和台海和平稳定... 国防部发言人吴謙则表示，美方发表这份涉华军事报告渲染“中国军事威胁”，“妄议两岸关系和台海形势”，中国政府对此坚决反对, 锺辰芳
2017年6月7日,"
孔杰荣对中国处理李明哲案提出质疑
",台湾人权工作者李明哲自3月19日入境广东遭中国政府拘捕关押至今已... 了解的纽约大学法学教授长孔杰荣(Jerome Cohen，又译柯恩)不久前曾就李明哲案对台海两岸关系的政治及法律影响提出警讯，认为李明哲“被失踪”、随后又被以“涉嫌从事危害国家安全活动”的指控被调查的过程，已经对两岸关系最重要的一个支柱--《海峡两岸共同打击犯罪及司法互助协议》的可信度造成威胁... , 锺辰芳
2017年6月6日,"
台湾深耕台日台美关系
","发言人王珮玲在例行记者会上说:“我们已经注意到，马蒂斯部长曾经表示，由于美国支持以台海两岸人民都能够接受的方式和平解决各种议题，因此美国国防部将继续坚持履行台湾关系法规定的各项义务，与台湾及其民主政府合作，提供它所需要的防备武器... 台日关系现状
此外，外交部日本关系协会代理秘书长张淑玲在星期二的记者会上通报了台日关系的阶段性进展... ", 申华
2017年6月6日,"
中国不满马蒂斯新加坡论坛提台湾的原因
",这与我们的《台湾关系法》所规范的义务一致，因为我们的立场是坚持任何议题都必须经由台海两岸人民能接受的方式和平解决... 何雷在记者会上也表示，马蒂斯提到台湾议题，但他认为在台湾议题上不能只提“与台湾关系法”，还应该要提美中之间的3个联合公报，这样才能算是“全面”，他还表示，中国政府和中国人民坚决反对向台湾出售武器，坚决反对以任何官方名义与台湾接触、发展关系... , 锺辰芳
2017年6月5日,"
台湾总统六四“温情喊话”？
","台湾执政党今年在六四问题上明显提高发声力度，获得不同程度肯定... 与此同时，在野党的国民党中央猛烈抨击... 有舆论呼吁台湾蓝绿歇手，共同面对集体议题... 国民党抨击
台湾中国国民党中央文传会6月5日召开记者会，抨击蔡英文总统昨天，即1989年六四... 声明还说，北京处理“李明哲事件”的方式，不仅凸显其罔顾基本人权，侵害言论自由的本质，更突出两岸在制度与价值上的根本歧异... ", 申华
2017年6月5日,"
海峡论谈：六四28年后 是谁在颠覆国家政权?
","六四28周年，遇上郭文贵不断爆料中共高层贪腐内幕... 在中共面前最令她惧怕的... 海峡论谈邀请六四学运领袖、华人民主书院董事会主席王丹以及美利坚大学国际关系学院顾问巫和怡深入剖析... 纪念六四攸关两岸未来
巫和怡也在海峡论谈节目中强调，纪念六四，不只是纪念而已，其实是一个起点，催生中国大陆的民主化... 所以中国大陆如果真的想保持两岸和平，必须要承认中华民国这个政治实体... ", 樊冬宁
2017年6月4日,"
台湾纪念六四 蔡英文马英九发声
",六四事件28周年之际，蔡英文和马英九发表谈话... 李明哲因涉嫌“颠覆国家政权罪”被中国当局逮捕后，面对两岸沟通停摆，人权团体将事件国际化，六四成为揭示李明哲事件本质的一个时机... 她说，在这一点... 也许共产党会在民主的自由选举中，因为它正确的政治选择，而获得人民继续的支持；沒有六四镇压，符合《国家统一纲领》的政治与经济条件已经达成，两岸早已经在进行各个阶段的国家统一进程了... , 申华
2017年6月3日,"
章家敦：川普对中国宽容中国就对台湾强硬
","美国之音申华拍摄）
​​章家敦在这篇题目为《中国把台湾推下世界舞台的运动》评论中说，两岸政策基金会5月的民调显示，有56.2%的台湾民众认为，中国必须为台湾被排除在世卫大... 以及到日内瓦为台湾不能参加世卫大会在场外发声的“台湾世卫行动团”成员时表示，世界医疗防疫网不应排除台湾，中国这次在世卫大会问题上对台湾的“无理打压，已经造成两岸关系一定程度的伤害", 锺辰芳
2017年6月2日,"
台湾行政院长称新南向政策非与中国对抗
",海基会董事长田弘茂也在这个与台商的聚会上表示，台海两岸关系不是对立与对抗，而是像端午节划龙舟一样，台湾与中国大陆“就像龙舟上的2排划桨手一样，需要共同努力，也需要有些结构性的合作”，两岸关系才能稳健前进，这不应该是单方的责任... 田弘茂说，他愿意抱持最大善意在两岸两会架构下，与中国大陆的海峡两岸关系协会诚恳交流、对话与沟通... 民进党政府上台后为促进台湾经济发展多元化... , 锺辰芳
2017年6月1日,"
中国减少陆生赴台就读人数
","他说：“如果中国以政治理由限缩，损失机会的是大陆的学生，我想这不是促进两岸发展的方式，我们还是要力劝中国，不要什么事都以政治做考量，不但会影响两岸关系，也会把台湾推得越来越远... 文化台独
台湾在野党国民党副发言人胡文琦
​​在野党国民党文传会副主委胡文琦接受美国之音采访时批评，蔡政府企图借由中断两岸的交流，达成文化台独的系统性工作... ", 张永泰
2017年6月1日,"
两岸关系紧张大陆台商“左右为难”
",在两岸关系持续紧张情况下，部分大陆台商回台参加海基会活动，希望两岸展现智慧，恢复协商... 还有台商首领直言评论李明哲案，搞得过于公开化... 主办方海基会说，出于“非经济因素压力”，很多大陆... 台企联荣誉总会会长张汉文说：“有的台商就说，两岸气氛就是这个样子，我们回来也没有多大意义... 我希望两岸理性一点，智慧一点，还是要积极谈下去，不能两岸中断... 实际上，两岸还是说要保持两岸畅通... , 申华
