时间,标题,内容,记者
2020年1月15日,"
忧蔡英文胜选北京有动作 前美官员吁特朗普与蔡、习通话
",台湾总统蔡英文在上星期的大选中... 博斯科认为，特朗普此时与习近平通话不但有用而且非常及时，因为蔡英文在胜选演说中已经抛出橄榄枝，强调她对两岸关系和平稳定的承诺不变，也提到确保台海和平稳定“两岸双方都有责任... 此外，蔡英文也向国际社会表明：“台湾应该是一个伙伴，而不是一个议题”，在面对中国文攻武吓时，台湾仍然保持“不挑衅、不冒进”的态度，让两岸之间没有酿成严重的冲突... , 锺辰芳
2020年1月14日,"
时事大家谈：蔡英文大胜，北京如何接招？
",台湾总统蔡英文上周末以史上最高票赢得连任，她在胜选后呼吁，希望在“和平、对等、民主、对话”的基础上拉近两岸距离... 但北京显然不愿接下这段橄榄枝... 中国外长王毅强烈回应，称“分裂国家，注定遗臭万年”；中国官媒则以“一时的逆流... 两岸局势将如何发展... 两岸关系接下来是最为关键的决战性的两到三年... 美台关系加强让常规战争的代价变得越来越小，但是在两难局势下确实面临台湾的两难困局... , 郑裕文
2020年1月14日,"
台湾选举后美议员吁北京与蔡英文对话：自由像小草 沥青也压不住
",“我们会见到的是，中国不会放弃它对两岸对话所设下的前提，它会持续警告台湾和美国，不要采取挑衅作为来挑战中国的主权... 包括座谈会上的乔治华盛顿大学国际关系实践教授沙特(Robert Sutter)和2049项目研究所执行主任石明凯(Mark Stokes)等人在内，关注台海两岸关系的观察人士在台湾选举之后多半认为，蔡英文连任也意味着中国会进一步... , 锺辰芳
2020年1月14日,"
王毅：台湾选举不会改变一中原则，“分裂国家，注定遗臭万年”
","美国祝贺台湾总统蔡英文当选连任
中国外交部网站刊发的王毅的评论说：“中华民族的复兴和海峡两岸的统一，都是历史的必然”，“逆势而动，必将穷途末路；分裂国家，注定遗臭万年... 在担任中国外长之前，王毅曾经在2008年6月至2013年3月担任中国主管海峡两岸事务的国台办主任... ", 美国之音
2020年1月13日,"
时事大家谈：美中经贸缓和在即，全面关系解冻无期？
",美中两国加紧磋商，准备近期签署第一阶段贸易协议，为持续了一年多的贸易战降温... 战开始的时候，中国说他们可以买多少农产品，记得当时的数字很大，当时美国的要求更狂大，要求中国彻底改革经济体制，比如政府和国营企业的关系要削弱等等一些非常基本的变化，中国一直不接受... 黎安友说华盛顿把蔡英文看作可靠的朋友，蔡英文比起陈水扁来说，她不挑战北京，会维持一个比较稳定的两岸关系... , 许波
2020年1月13日,"
路透社：中国可能会在台湾大选后展示军事力量向台湾施压
",台湾选民在1月11日以压倒性多数拒绝了中国国家主席习近平的政策... 有分析称，习近平可能会继续加大对台湾的压力... 中国官方媒体也鼓动要加大对台湾的军事施压... 台湾总统蔡英文立即表示拒绝习近平的“一国两制台湾方案... 六个月后，香港爆发了反政府抗议，这极大地提振了蔡英文把中国描绘成是对台湾民主和自由生死存亡... 中国也可能会退出10年前同台湾达成的海峡两岸经济合作框架协议（ECFA... , 美国之音
2020年1月13日,"
达赖喇嘛祝贺蔡英文连任 也指维持良好两岸关系非常重要
",西藏精神领袖达赖喇嘛12日以书面祝贺台湾总统蔡英文连任成功，他说，相信在蔡英文继续领导之下，台湾人民将取得进一步的和平与繁荣... 达赖喇嘛还赞扬，台湾人民不仅实现了蓬勃发展的强大民主，同时也在经济、教育领域，以及保留丰富传统文化方面... 不过，达赖喇嘛也指出，尽管台湾与中华人民共和国的关系同样地复杂与困难，他觉得两者之间保持良好的关系非常重要，包括扩大人与人之间的交流... , 美国之音
2020年1月13日,"
洛杉矶华人对台湾大选的反应
",这是战争，不是民主社会内部的观点之争；它关系到2300万民众会不会失去民主制度，会不会走进独裁专制的体制... 民进党在本次选举获胜后，中国《环球时报》总编辑胡锡进在评论中说：“蔡英文和民进党如果要把台湾带向相反的方向，他们必将成为被两岸社会共同唾弃，并最终受到报应的历史罪人... , 雨舟
2020年1月13日,"
海峡论谈：蓝营渐小渐浅：第三势力是否能有空间？
",民进党现任台湾总统蔡英文，以明显优势击败了国民党挑战者韩国瑜... 据统计，蔡英文得到了57.1%的选票，票数超过817万，成为台湾历来得票最多的民选总统... 分析认为，从此次台湾大选的结果来看，台湾未来的政治总生态很可能继续是蓝绿两大阵营的对决，而其它政党或者第三势力恐怕毫无生存空间... 而这一趋势，是否成为未来台湾政治的幸事... 可是调整以后当然就跟中国关系越来越远... , 林森
2020年1月13日,"
海峡论谈：蔡英文再当选：本土政权在台站稳脚跟？
",台湾总统蔡英文击败国民党对手韩国瑜，高票当选连任... 蔡英文说，选举结果表明，当台湾的主权及民主受到威胁时，台湾人民会更大声地喊出自己的坚持... 蔡英文还呼吁北京，只有两岸的相互尊重及良性互动，才符合彼此人民的利益与期待，而这场选举的结果就是最清楚的答案... 有分析认为，此次台湾大选结果显示，台湾与中国大陆已经渐行渐远，越来越多的年轻人恐怕再也不愿认同中国... 海峡论谈：蔡英文再... , 林森
2020年1月12日,"
北京官媒谨慎报台大选 学者指投票反映人心向背陆媒帮倒忙
","北京官媒谨慎报台大选 学者指投票反映人心相背
2020年台湾大选落幕，蔡英文以... 尽管选前民调显示蔡英文的支持率领先韩国瑜，中国官媒普遍看好韩国瑜，央视《海峡两岸》节目从韩国瑜竞选高雄市长以来就强调蔡英文和民进党当局不得人心，认为韩国瑜竞选活动气势上压倒蔡英文... 胡凌炜：今年的选举已经成为所谓抗中保台，一国两制还是自由民主，这些议题把两岸的对立加剧了... ", 叶兵
2020年1月12日,"
美英澳日等祝贺蔡英文当选连任 中国强烈抗议
",台湾总统蔡英文在星期六（1月11日）的大选中... 针对两岸关系的未来发展，茂木敏充在声明中说：“我们期待有关台湾的问题通过有关各方的直接对话会得到和平解决，这将有助于这一地区的和平与稳定... 国务卿蓬佩奥在选举结果揭晓后很快发表声明，盛赞台湾为全世界树立“光辉榜样”，并感谢蔡总统在发展与美国牢固的合作伙伴关系方面所发挥的领导力，称赞她面对无情压力而坚持维护海峡两岸稳定... , 美国之音
2020年1月12日,"
中国海外民主人士看台湾大选 呼吁蔡英文持续关注香港民主
",旅居美国的中国民主党全国联合会主席汪岷12日在台北的一场... 台湾总统蔡英文在胜选演说当中呼吁两岸在和平、对等、民主、对话的情况下进行良性互动，不过，中国国台办并未对此做出具体回应，只表示中国对台大政方针是明确的、一贯的... 任松林还指出，中共继续打压蔡英文及民进党政府，等于是让蔡英文得分，显示了中国对台政策的基本错误，也考验着中国领导人的智慧，将如何打开两岸的僵局... , 张永泰
2020年1月12日,"
蔡英文高票连任 香港分析人士：是对一国两制的公投
",香港各大报纸12日... 取材和制造出来的场面，而是香港对全世界示范何谓“一国两制”，同时加上中国国家主席习近平去年提出两岸要和平统一，便要实行“一国两制”，以及不放弃对台用武等言论，令香港议题影响台湾大选... 另一名在场的嘉宾，香港浸会大学政治及国际关系兼任讲师关仲然认为，多个因素令本次台湾大选，间接成为一个对“一国两制”等公投，包括韩国瑜早前与香港中联办主任会晤事件... ,
2020年1月12日,"
蔡英文连任 卜睿哲称台湾再次确认对一国两制关上大门
",蔡英文在胜选演说中表示，如果北京能尊重台湾民意，正视中华民国存在的事实，并且以和平对等方式处理两岸分歧，她“随时可以跟对岸重启对话写协商... 卜睿哲也希望中国能接受蔡英文提出的“和平、对等、民主、对话”重启两岸互动关键，不过他说，蔡英文的立场早已在2016年的就职演说中说过，希望两岸能建立信任、和平共存，但当时北京却不接受这个立场，一定要她就一中原则及九二共识表态... , 锺辰芳
2020年1月12日,"
观察家：台湾选举向中国传递捍卫民主的信号
","在持续数月的选战喧嚣后，台湾总统蔡英文周六... 两岸关系
外界目前最关心的问题是，中国是否会改变策略，与蔡英文政府增加接触，还是像北京一些鹰派所暗示的那样，采取更强硬的行动... 中国宪政学者陈永苗在参加美国之音电视节目时说，他认为，因为没有连任的压力，蔡英文政府将维持现行两岸立场，触碰红线的可能性较小；但是他说，若习近平寻求第三个任期，他需向外界证明在台湾... ", 美国之音
2020年1月12日,"
蔡英文以压倒票数当选连任 中国官媒警告“莫张狂”
",中国主管两岸事务的国台办通过其发言人马晓光说，中国的对台大政方针是明确的、一贯的... 星期六的大选不仅涉及到很多台湾岛内的民生议题，也直接关乎到台湾的未来和两岸关系的走向... 分析人士普遍预计，如果蔡英文当选，两岸关系预计将会进一步紧张... 韩国瑜在2018年当选为高雄市长时声望大增，但近几个月来，其人气开始下降，他被认为在两岸关系的问题上不如蔡英文强硬... , 美国之音
